what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1365652200593
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1365652200593
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1365652200609
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1365652200625
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1365652200640
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1365652200656
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1365652200656
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1365652200671
started,bundle,net.sourceforge.vrapper.eclipse,0.30.0,"net.sourceforge.vrapper.eclipse",1365652200671
os,sysinfo,,,"win32",1365652200687
arch,sysinfo,,,"x86",1365652200687
ws,sysinfo,,,"win32",1365652200687
locale,sysinfo,,,"ja_JP",1365652200687
processors,sysinfo,,,"2",1365652200687
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1365652200687
java.runtime.version,sysinfo,,,"1.7.0_10-b18",1365652200687
java.specification.name,sysinfo,,,"Java Platform API Specification",1365652200687
java.specification.vendor,sysinfo,,,"Oracle Corporation",1365652200687
java.specification.version,sysinfo,,,"1.7",1365652200687
java.vendor,sysinfo,,,"Oracle Corporation",1365652200687
java.version,sysinfo,,,"1.7.0_10",1365652200687
java.vm.info,sysinfo,,,"mixed mode",1365652200687
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1365652200687
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1365652200687
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1365652200687
java.vm.specification.version,sysinfo,,,"1.7",1365652200687
java.vm.vendor,sysinfo,,,"Oracle Corporation",1365652200687
java.vm.version,sysinfo,,,"23.6-b04",1365652200687
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1365652200765
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1365652201281
executed,command,net.sourceforge.vrapper.eclipse,0.30.0,"net.sourceforge.vrapper.eclipse.commands.toggle",1365652201859
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365652216921
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365652220859
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365652220906
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365652226359
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1365652230484
started,bundle,org.eclipse.help.base,3.6.2.v201202080800,"org.eclipse.help.base",1365652240875
started,bundle,org.eclipse.help.ui,3.5.101.r37_20110819,"org.eclipse.help.ui",1365652240921
started,bundle,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser",1365652240968
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1365652242171
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1365652243062
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.open.external.javadoc",1365652243078
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365652286671
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.navigate.backwardHistory",1365652286781
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1365652289156
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365652366187
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365652406609
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365652408296
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365652488093
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365652490484
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1365652490515
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365652515234
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365652523843
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1365652556265
started,bundle,org.eclipse.jpt.jaxb.ui,1.1.2.v201201260000,"org.eclipse.jpt.jaxb.ui",1365652556343
started,bundle,org.eclipse.jpt.jpa.ui,3.0.2.v201201243020,"org.eclipse.jpt.jpa.ui",1365652556453
started,bundle,org.eclipse.jpt.common.core,1.0.2.v201111103010,"org.eclipse.jpt.common.core",1365652556484
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1365652556687
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.301.v201108240656,"org.eclipse.jst.ws.jaxrs.core",1365652556718
started,bundle,org.eclipse.jpt.jpa.core,3.0.2.v201201243020,"org.eclipse.jpt.jpa.core",1365652556750
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.100.v201104032053,"org.eclipse.jst.ws.jaxws.ui",1365652556843
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1365652556890
