what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365660019453
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365660021546
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1365660082281
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365660084109
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365660098562
error,log,,,"未処理のイベント・ループ例外",1365660102453
error,log,,,"current state was null - this shouldn't have happened!",1365660102968
error,log,,,"未処理のイベント・ループ例外",1365660102968
error,log,,,"current state was null - this shouldn't have happened!",1365660103000
error,log,,,"未処理のイベント・ループ例外",1365660103000
error,log,,,"current state was null - this shouldn't have happened!",1365660103031
error,log,,,"未処理のイベント・ループ例外",1365660103031
error,log,,,"current state was null - this shouldn't have happened!",1365660103062
error,log,,,"未処理のイベント・ループ例外",1365660103062
error,log,,,"current state was null - this shouldn't have happened!",1365660103218
error,log,,,"未処理のイベント・ループ例外",1365660103218
error,log,,,"current state was null - this shouldn't have happened!",1365660103671
error,log,,,"未処理のイベント・ループ例外",1365660103671
error,log,,,"current state was null - this shouldn't have happened!",1365660104453
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365660111218
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1365660123609
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365660134812
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365660136515
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1365660150828
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1365660160765
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1365660166343
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1365660171203
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365660173390
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365660182859
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365660216531
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365660288750
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365660327125
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365660345296
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365660462937
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365660535921
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365660542078
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365660546578
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365660574375
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365660580984
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365660717578
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365660749093
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365660766734
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365660800984
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365660807515
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365660810656
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365660859328
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365660888437
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365660897593
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365661113687
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365661130062
